Aspect,Slope,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area_1,Wilderness_Area_2,Wilderness_Area_3,Wilderness_Area_4,Soil_Type_1,Soil_Type_2,Soil_Type_3,Soil_Type_4,Soil_Type_5,Soil_Type_6,Soil_Type_10,Soil_Type_11,Soil_Type_12,Soil_Type_13,Soil_Type_14,Soil_Type_18,Soil_Type_20,Soil_Type_22,Soil_Type_24,Soil_Type_27,Soil_Type_29,Soil_Type_30,Soil_Type_31,Soil_Type_33,Soil_Type_34,Soil_Type_38,Soil_Type_39,Soil_Type_40,Cover_Type,Hypo_Distance,Average_Dist_Road_Hydro,Average_Elevation_Hydro
171,3,221,240,155,3462,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,276.80498550423545,1363.5,1452.0
144,13,239,237,125,1499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,67.00746227100382,1461.5,1511.0
73,16,237,208,97,878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,331.54788492765266,2425.0,1539.5
146,14,238,238,127,2486,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,90.0,1201.5,1437.5
169,10,228,244,148,1627,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,245.6175889467202,1911.5,1622.0
213,18,201,254,183,1121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,222.33533232484666,2678.5,1513.5
211,30,180,251,189,371,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,229.92390045404153,541.0,1509.5
131,5,228,237,144,2758,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,30.066592756745816,1524.5,1427.5
79,4,224,233,144,1507,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,351.1993735757511,385.0,1630.0
44,16,222,203,111,830,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42.0,397.0,1243.0
184,12,222,248,157,949,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,337.62257033557455,1643.5,1634.5
144,8,232,239,138,2429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42.0,558.5,1428.5
31,4,219,230,148,2764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.0,2439.0,1564.0
56,15,229,206,106,551,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,713.9306689028004,1790.5,1558.0
247,12,194,249,192,2095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,171.82840277439584,2917.0,1555.5
180,3,221,241,156,2295,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,472.1493407810711,1237.5,1516.5
319,14,184,227,182,1266,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,261.895017134729,1640.0,1511.0
67,10,231,219,120,1542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,30.14962686336267,486.0,1350.5
69,23,237,188,69,2856,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,423.08982497810086,847.0,1579.5
346,4,212,233,159,3395,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,451.5362665390234,2113.5,1461.0
10,25,184,181,126,726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,114.82595525402782,1186.0,1429.5
49,13,225,211,117,1387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,67.60177512462228,139.5,1300.0
61,9,227,222,128,2173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,60.0,2760.0,1574.0
261,20,166,246,216,1332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,503.19081867617575,3123.0,1606.5
87,15,241,213,98,1318,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,43.41658669218482,728.5,1555.5
62,13,230,213,113,1718,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,109.32977636490436,1338.0,1505.5
2,12,203,216,151,2495,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,60.8276253029822,708.0,1398.0
178,5,223,243,155,3672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42.1070065428546,1854.0,1441.0
273,19,165,242,214,2264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,347.55862814782773,616.5,1685.0
288,19,165,235,209,708,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,198.15398053029367,547.0,1490.5
89,13,239,219,108,1731,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,454.2510319195764,915.0,1331.5
331,6,205,232,166,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,184.45595680270128,947.0,1502.5
77,4,226,231,141,2151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30.0,143.0,1557.5
166,19,233,243,133,1777,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,563.0497313737038,516.0,1580.0
54,13,227,212,116,2168,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,313.8566551787615,1199.0,1489.5
324,12,188,226,178,2352,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,256.1952380509833,1268.5,1550.0
12,20,196,196,132,247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,179.7386992275175,2325.5,1531.0
359,14,199,214,152,2099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2212.5,1486.5
88,13,239,218,107,2112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,30.805843601498726,1384.0,1420.0
229,10,205,250,181,808,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,538.8524844519138,1185.5,1577.5
113,15,245,223,104,1598,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,440.9274316710177,393.0,1640.0
195,24,208,251,166,1716,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,109.32977636490436,474.0,1481.5
333,11,196,226,170,2293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,135.79396157414365,2077.0,1536.0
20,18,205,199,126,2431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,424.7964218305046,2151.5,1543.0
356,14,197,215,155,1084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,219.14607000811125,2657.0,1526.5
54,8,225,223,131,2279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,366.98365086199686,3062.5,1640.0
28,6,218,228,146,2588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,563.9937942921003,998.0,1557.0
158,15,235,241,132,3274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,362.92698990292797,1673.0,1515.0
74,11,233,219,116,2281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,498.94388462030474,831.0,1520.0
65,13,232,214,112,3422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,417.1198868430993,2375.5,1502.5
152,17,238,238,124,1302,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,61.84658438426491,354.0,1522.5
40,8,221,223,137,2371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,430.5124853009492,1342.0,1440.0
37,7,220,224,140,485,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,120.06664815842908,135.0,1316.5
37,12,219,212,126,794,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,519.5931100389996,785.0,1512.0
204,20,205,254,176,1128,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,340.87241014784405,1783.0,1687.5
1,10,206,222,153,1560,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,357.33737559902687,892.0,1382.5
2,17,194,205,147,2792,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,109.48972554536796,858.0,1457.5
28,6,218,228,146,1698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,170.57549648176317,762.0,1545.5
304,9,196,236,179,1020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,645.4339625399333,798.5,1560.0
172,2,220,239,156,3535,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,42.0,696.0,1662.5
298,14,180,234,194,1470,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,176.13914953808538,828.5,1421.5
356,16,192,209,153,1065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,200.1724256734678,723.0,1356.0
309,7,202,236,173,3663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,256.0488234692751,1416.0,1411.0
140,15,241,234,119,3097,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,295.7465130817268,1053.5,1666.5
11,12,207,215,144,2125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,261.55878880282347,961.0,1383.0
139,20,245,230,104,3577,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,409.88291010970437,360.5,1619.0
76,10,232,222,121,2704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,546.7375970243861,1500.5,1465.5
328,14,185,222,177,1065,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,454.45901905452376,1517.0,1516.0
138,16,243,233,113,1852,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,496.5964156133228,544.5,1550.0
32,16,215,203,120,872,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,371.5709891797259,255.5,1455.0
36,20,215,193,106,2938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,343.29287787543745,2118.5,1636.5
67,7,228,226,132,1095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,170.75128110793196,1952.0,1502.0
129,14,242,231,116,2274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,186.1316738225926,1568.5,1439.5
0,21,184,196,145,1062,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,65.39113089708727,1046.0,1400.0
107,7,233,232,131,2436,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,182.01373574541017,1423.0,1422.5
211,13,209,252,177,3601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,168.13387523042465,2115.0,1472.5
257,11,195,247,190,2867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,67.89698078707183,2770.5,1553.0
173,23,227,244,136,3116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,296.4219964847413,1343.0,1536.0
162,14,233,243,137,3326,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,353.1401987879601,1702.0,1508.5
227,37,141,243,215,1191,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,564.4714341753709,2160.0,1586.5
248,28,149,247,226,564,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,322.23283507426737,945.5,1531.5
334,13,189,222,172,2533,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,192.16659439142902,1331.5,1287.5
342,5,209,232,161,3284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30.14962686336267,1695.5,1429.0
165,18,233,243,133,1765,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,264.6998299961675,502.5,1529.0
196,14,216,251,166,886,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,382.1583441454602,461.5,1355.0
352,13,198,218,158,1804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,198.9170681465017,297.0,1329.0
290,15,176,237,201,779,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,684.5735899083458,1324.5,1597.5
57,15,229,208,109,1919,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,301.9205193424256,430.0,1429.5
194,10,219,248,163,1816,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,364.3295211755424,247.0,1595.0
107,17,247,217,92,1276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,265.58049627184596,1017.0,1499.5
59,13,230,211,112,1513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,319.0,1021.0,1385.5
122,15,244,227,107,2184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,399.15535822534065,541.5,1654.0
69,23,237,188,69,1652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,549.0081966601227,586.5,1471.0
181,14,224,248,153,1919,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,430.2383060583983,227.0,1439.0
217,9,210,249,175,937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,458.0502155877672,2469.5,1646.0
117,18,247,221,95,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,124.1933975700802,480.0,1297.5
104,10,237,228,121,2777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,240.3767875648562,1812.0,1482.5
27,12,215,214,134,1115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,260.4611295375953,1709.5,1424.0
314,26,143,209,202,2285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,125.8729518204765,730.5,1419.0
54,2,220,234,150,2329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,406.4984624817171,1593.5,1468.5
318,18,171,221,189,1714,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,33.1058907144937,228.0,1487.0
357,12,200,217,154,2173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,122.18428704215611,835.0,1398.5
4,20,189,196,140,631,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,111.8257573191436,1301.5,1402.5
326,17,176,219,182,430,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,178.6644900364927,154.5,1270.5
334,20,172,210,176,1855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,675.5679092437709,3141.0,1499.0
185,17,221,249,156,1682,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,185.06485349736184,702.0,1420.5
298,15,178,234,196,1583,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,121.06196760337245,525.0,1342.5
123,19,248,222,94,2697,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,167.2602762164406,1144.5,1402.0
74,11,233,219,116,2081,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,312.70593214712125,400.5,1517.5
85,9,233,225,124,3349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,68.8839603971781,1107.0,1396.5
161,17,235,242,131,1310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,138.00362314084367,845.0,1489.5
17,19,201,197,128,964,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,97.29337079164233,1007.5,1345.5
326,17,177,219,181,400,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,305.14422819381656,417.5,1357.0
29,11,216,216,134,2846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,237.73935307390738,902.0,1409.0
278,15,177,241,203,2438,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,73.00684899377592,585.5,1374.0
78,10,233,222,120,594,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,219.24643668712156,961.0,1406.5
34,5,219,228,145,2448,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,657.3066255561403,908.5,1567.5
328,15,184,222,177,750,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,649.4074221934948,1153.0,1531.5
278,10,193,242,189,1860,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,90.44888059008801,516.0,1540.0
100,21,249,207,76,1584,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,138.92443989449805,1027.0,1457.5
95,10,237,225,118,1831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,229.47766775876036,819.0,1372.5
61,17,232,202,96,2378,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,510.3430218980171,1095.5,1367.5
36,23,211,182,96,750,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,380.5390912902379,431.0,1557.0
348,21,175,200,160,1315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,121.6552506059644,826.5,1326.5
72,10,232,220,119,641,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,210.28789789238942,552.5,1288.0
237,10,203,249,183,3926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,363.2093060481793,2871.5,1499.5
37,9,220,220,135,1632,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,376.8978641488964,1107.5,1516.0
165,13,231,244,141,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,558.0439050827453,608.0,1596.0
317,9,196,232,176,3856,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,323.0,1792.5,1447.5
263,16,177,246,206,1201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,431.97800869951703,2869.5,1559.0
210,19,203,254,181,966,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,532.2189399110107,1292.0,1580.0
48,16,225,202,107,2251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,61.18823416311342,642.0,1553.5
330,22,163,207,181,1233,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,350.4083332342426,431.5,1294.5
241,24,167,251,215,1443,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,67.89698078707183,776.0,1352.0
282,7,201,241,179,1641,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,489.1175727777525,1605.0,1551.5
129,6,231,236,138,933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,997.5,1373.5
86,9,234,225,122,2374,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,299.5496619927988,1793.0,1478.5
27,11,215,217,137,1332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,178.08424972467387,1094.5,1649.5
35,15,217,205,119,2609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,86.68333173107735,1705.5,1472.5
58,16,230,205,103,1480,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,180.44666802132977,2416.0,1512.5
56,12,228,214,117,900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,175.34537347760278,2295.5,1505.5
137,19,246,229,104,2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,662.4567910437631,887.0,1577.5
102,10,238,226,119,1590,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,180.06943105369106,849.5,1449.0
83,15,240,212,97,3482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,111.32385189167684,2184.0,1456.0
338,16,183,216,170,1253,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,314.39624679693617,1662.0,1524.0
66,10,230,219,121,674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,503.1152949374527,882.0,1402.0
130,16,244,230,110,1584,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,95.88534820294495,1833.0,1484.0
108,10,238,228,120,2998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,313.99681527047375,1892.0,1469.5
45,11,223,216,126,2053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,214.15881957089695,2955.0,1616.0
28,10,216,217,136,2298,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,151.19854496654392,390.0,1386.0
85,5,228,231,137,1148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,427.8142120126446,2989.5,1611.0
33,12,218,214,131,1976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,314.1623783969048,2716.5,1487.0
191,2,219,241,158,277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,190.67249408344142,2386.0,1529.0
351,18,186,207,158,2646,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,198.40362899906847,907.0,1501.0
